Average Reservoir Pressure (psi),Cumulative Gas (CO2) Injection (SCF),Cumulative Gas (CO2) Production (SCF),Gas Injection Rate (SCF/day),Water Injection Rate (bbl/day),Cumulative Water Injection (bbl),Cumulative Water Production (bbl),Average Temperature (F),Gas-Oil Ratio SC (SCF/bbl),Water Cut (%),Cumulative Oil Production (bbl),Oil Recovery Factor (%),Cumulative CO2 Stored (SCF)
3502.325928,54658666496,2787322368,27043110,0,29111668,51759876,186,3157.3125,0.600926042,41452384,72.21221161,51871344128
3503.010498,54702993408,2787695104,26923688,0,29111668,51768896,186,3154.527588,0.601380885,41458360,72.22262573,51915298304
3514.812012,54731558912,2788630784,28444182,0,29111668,51774396,186,3152.529785,0.59940815,41462036,72.22902679,51942928128
3515.313477,54735167488,2790984960,27685784,0,29111668,51775108,186,3152.297607,0.599080682,41462512,72.2298584,51944182528
3515.627197,54739120128,2796907008,27481338,0,29111668,51775896,186,3152.065674,0.598675191,41463040,72.23077393,51942213120
3515.734375,54743457792,2811820288,27382110,0,29111668,51776760,186,3151.873779,0.598179162,41463624,72.23178864,51931637504
3515.494629,54754271232,2816173568,27294932,0,29111668,51778924,186,3152.226807,0.597011507,41465084,72.23433685,51938097664
3514.484863,54781272064,2827102720,27257776,0,29111668,51784324,186,3156.197022,0.595535815,41468752,72.24072266,51954169344
3512.722656,54848794624,2858274816,27265584,0,29111668,51797820,186,3168.459961,0.594861209,41477940,72.25672913,51990519808
3510.941162,55017660416,2882699264,27276924,0,29111668,51831636,186,3190.373535,0.595689774,41500892,72.29671478,52134961152
3510.371094,55108616192,2895103232,27340384,0,29111668,51849824,186,3198.484619,0.595998108,41513224,72.31819916,52213512960
3509.600098,55335968768,2902172416,27336672,0,29111668,51895328,186,3211.59375,0.596426904,41544012,72.3718338,52433796352
3508.707275,55904141312,2919691008,27326456,0,29111668,52009056,186,3228.713135,0.596820712,41620840,72.50567627,52984450304
3508.662842,55955857408,2945388288,27345916,0,29111668,52019408,186,3235.199951,0.597245276,41627820,72.5178299,53010469120
3508.582764,56085139456,2948857856,27343952,0,29111668,52045284,186,3242.851807,0.597415388,41645256,72.54821014,53136281600
3508.32666,56408383488,2957517312,27346856,0,29111668,52109964,186,3252.492432,0.597445011,41688840,72.62413025,53450866176
3508.082275,56749092864,2979098112,27362188,0,29111668,52178144,186,3264.750488,0.597748458,41734720,72.70405579,53769994752
3507.885254,56749092864,2984100352,0,14518.58008,29126184,52183620,186,3267.412842,0.597938061,41738404,72.71047211,53764992512
3507.449707,56749092864,2996592896,0,14519.86816,29162486,52197316,186,3270.986572,0.598331809,41747596,72.72648621,53752499968
3506.724609,56749092864,3019888128,0,14517.08984,29253218,52231572,186,3272.824219,0.598928392,41770536,72.76644898,53729204736
3506.160156,56749092864,3026642944,0,14503.71484,29479838,52317404,186,3275.830811,0.600393713,41827664,72.86597443,53722449920
3506.088623,56749092864,3028324352,0,14487.49023,29575818,52353856,186,3278.12793,0.601276457,41851836,72.90808106,53720768512
3506.048828,56749092864,3029432320,0,14510.45801,29816146,52445248,186,3284.633545,0.602565527,41912116,73.01309204,53719660544
3506.133057,56749092864,3029673984,0,14558.47559,29995616,52513448,186,3290.212647,0.603674531,41956892,73.09108734,53719418880
3506.175049,56749092864,3029940736,0,14569.91895,30026360,52525128,186,3291.059082,0.603870988,41964552,73.10443878,53719152128
3506.198486,56749092864,3030234880,0,14582.19043,30103282,52554352,186,3293.836914,0.604233563,41983696,73.13777924,53718857984
3506.379883,56749092864,3030972672,0,14618.62109,30296068,52627536,186,3298.855957,0.604708791,42031532,73.22112274,53718120192
3506.702637,56749092864,3032823552,0,14696.50195,30421534,52674996,186,3308.081543,0.605408132,42062468,73.27500916,53716269312
3503.532471,56831438848,3037475328,27448810,0,30421534,52691700,186,3308.018799,0.60707289,42073280,73.29384613,53793963520
3500.901123,57036673024,3049166848,27364388,0,30421534,52733708,186,3295.057617,0.611339986,42099984,73.34037018,53987506176
3512.895264,57089351680,3067812608,28095048,0,30421534,52744192,186,3295.670166,0.608478844,42106732,73.35211945,54021539072
3513.387207,57096364032,3110928128,27812248,0,30421534,52745600,186,3295.835449,0.608032465,42107640,73.35369873,53985435904
3513.429199,57103704064,3133856768,27705532,0,30421534,52747080,186,3296.177002,0.607533157,42108596,73.35536957,53969847296
3513.293945,57111396352,3144488960,27672772,0,30421534,52748632,186,3296.801514,0.607006133,42109600,73.3571167,53966907392
3513.078125,57119473664,3152875520,27665118,0,30421534,52750264,186,3297.799561,0.60651654,42110660,73.35896301,53966598144
3512.515625,57139658752,3173682432,27649886,0,30421534,52754332,186,3301.890625,0.605836928,42113308,73.36357117,53965976320
3511.532959,57190121472,3195748608,27651502,0,30421534,52764512,186,3309.354492,0.605471373,42119936,73.37512207,53994372864
3510.444092,57316270080,3237874688,27652014,0,30421534,52789984,186,3322.283203,0.605828881,42136512,73.40399933,54078395392
3509.587158,57631641600,3241943808,27651356,0,30421534,52853744,186,3337.713379,0.606421947,42177892,73.47608185,54389697792
3509.516846,57687445504,3252088832,27684928,0,30421534,52865016,186,3340.868652,0.606489122,42185204,73.48882294,54435356672
3509.342773,57826934784,3267582208,27680104,0,30421534,52893192,186,3346.977783,0.606579542,42203484,73.52066803,54559352576
3509.015869,58175578112,3278086912,27673856,0,30421534,52963652,186,3354.647949,0.606625199,42249172,73.60025787,54897491200
3508.250732,58517688320,3280695040,27673344,0,30421534,53032652,186,3419.17749,0.599646091,42295236,73.68050385,55236993280
3508.582275,59254317056,3282367232,28331882,0,30421534,53178248,186,3407.589844,0.605230331,42390208,73.84594727,55971949824
3507.736816,59254317056,3282624768,0,14818.53906,30495628,53206288,186,3410.070313,0.606538177,42408396,73.87763214,55971692288
3506.690918,59254317056,3282909440,0,14793.11719,30680542,53276480,186,3411.995117,0.608190238,42453620,73.95641327,55971407616
3506.70752,59254317056,3283208960,0,14753.51563,30707836,53286884,186,3407.315186,0.60903424,42460292,73.96804047,55971108096
3506.704834,59254317056,3283960576,0,14722.87695,30735986,53297636,186,3402.457031,0.609762669,42467172,73.98002625,55970356480
3506.657471,59254317056,3285851904,0,14693.88086,30765486,53308932,186,3397.731934,0.610618949,42474376,73.9925766,55968465152
3506.633789,59254317056,3290604288,0,14660.29688,30796390,53320792,186,3392.970459,0.61157161,42481912,74.00570679,55963712768
3506.55957,59254317056,3302564608,0,14623.58203,30828758,53333260,186,3388.161865,0.612560689,42489796,74.0194397,55951752448
3506.514404,59254317056,3319743232,0,14586.16016,30909468,53364456,186,3379.322998,0.614539444,42509368,74.05353546,55934573824
3506.467529,59254317056,3360627712,0,14520.07422,30951220,53380692,186,3374.511475,0.615577698,42519504,74.07118988,55893689344
3506.556397,59254317056,3389453568,0,14519.04492,31055594,53421344,186,3370.867676,0.617268145,42544708,74.11509705,55864863488
3506.673828,59254317056,3390826752,0,14519.55664,31316536,53523256,186,3372.00708,0.619502306,42607304,74.22414398,55863490304
3506.676758,59254317056,3391521792,0,14484.23926,31357666,53539376,186,3372.921875,0.620064437,42617180,74.24134827,55862795264
3506.687988,59254317056,3392251904,0,14494.01172,31460560,53579712,186,3374.920166,0.620739818,42641828,74.2842865,55862065152
3506.956543,59254317056,3393018368,0,14558.3252,31718936,53680704,186,3383.236572,0.621380687,42703360,74.39147949,55861298688
3507.021484,59254317056,3393823232,0,14573.81543,31735742,53687264,186,3383.098633,0.621653378,42707356,74.3984375,55860493824
3503.970703,59332685824,3395834624,27183472,0,31735742,53703712,186,3381.474854,0.623237848,42717296,74.41575623,55936851200
3502.488525,59390087168,3400860672,27114418,0,31735742,53715808,186,3379.387695,0.624670863,42724564,74.42841339,55989226496
3508.518311,59404943360,3403178240,28072860,0,31735742,53718824,186,3377.859863,0.624591112,42726380,74.43157959,56001765120
3508.840332,59408732160,3408966144,27561316,0,31735742,53719616,186,3377.414307,0.624529064,42726852,74.43240356,55999766016
3509.068848,59412885504,3423386624,27429548,0,31735742,53720480,186,3376.91333,0.624417841,42727376,74.43331146,55989498880
3509.189697,59417460736,3445792512,27372738,0,31735742,53721436,186,3376.414063,0.624253511,42727948,74.43431091,55971668224
3509.239502,59422494720,3459211776,27347024,0,31735742,53722488,186,3375.98877,0.624036968,42728584,74.43541718,55963282944
3509.183106,59435077632,3484219136,27321364,0,31735742,53725120,186,3375.880859,0.623528242,42730172,74.43818665,55950858496
3508.945801,59466518528,3499915776,27315708,0,31735742,53731688,186,3377.69458,0.62283814,42734148,74.44511414,55966602752
3508.720703,59545161728,3512865792,27330274,0,31735742,53748104,186,3383.232422,0.622325718,42744112,74.46247101,56032295936
3508.67627,59741708288,3526231552,27320514,0,31735742,53789144,186,3392.827393,0.62184906,42769072,74.50595093,56215476736
3508.690674,60209967104,3529550848,27307674,0,31735742,53886988,186,3413.829834,0.621317089,42828704,74.60983276,56680416256
3508.538086,61058179072,3530962944,27361740,0,31735742,54063940,186,3443.654297,0.62156105,42936440,74.79751587,57527216128
3508.449951,61616902144,3531165952,27429456,0,31735742,54180264,186,3460.691406,0.621735036,43007212,74.92080689,58085736192
3508.456055,61716672512,3531389696,27480506,0,31735742,54201004,186,3463.659668,0.621804714,43019828,74.94277954,58185282816
3507.690918,61716672512,3531637504,0,14564.23438,31823126,54235280,186,3464.910156,0.622288883,43040636,74.97902679,58185035008
3506.855957,61716672512,3532258816,0,14552.89258,32041420,54321136,186,3464.973877,0.623594522,43092456,75.06930542,58184413696
3506.625488,61716672512,3533822976,0,14554.08008,32274288,54412920,186,3461.707031,0.624872327,43147556,75.16529083,58182849536
3506.650879,61716672512,3537757952,0,14548.97949,32317934,54430148,186,3461.365967,0.625201821,43157880,75.18327332,58178914560
3506.67749,61716672512,3547649024,0,14573.35449,32427234,54473220,186,3459.677979,0.625357568,43183684,75.22823334,58169023488
3506.698731,61716672512,3567349504,0,14599.43848,32700974,54581164,186,3461.959717,0.625935495,43248196,75.34060669,58149323008
3506.706055,61716672512,3571646976,0,14625.44629,32726566,54591248,186,3462.826172,0.626264751,43254212,75.35108948,58145025536
3506.830566,61716672512,3575129344,0,14652.83594,32790672,54616476,186,3464.50708,0.626509249,43269252,75.37729645,58141543168
3507.049805,61716672512,3578789120,0,14706.91895,32951532,54679608,186,3465.505615,0.62644124,43306896,75.44287109,58137883392
3507.153076,61716672512,3582636032,0,14755.04297,33050206,54718252,186,3471.147949,0.626716018,43329912,75.48296356,58134036480
3502.882813,61936783360,3586680320,27513648,0,33050206,54764664,186,3464.612793,0.629910171,43357184,75.5304718,58350103040
3503.783691,61991780352,3596825600,27498546,0,33050206,54776288,186,3460.067383,0.630808711,43363988,75.54232788,58394954752
3511.729004,62012182528,3610603520,28492964,0,33050206,54780452,186,3458.470947,0.630099475,43366432,75.54658508,58401579008
3512.098633,62015483904,3637462528,28030706,0,33050206,54781136,186,3458.208496,0.629950404,43366832,75.54728699,58378021376
3512.344238,62019104768,3652940800,27873092,0,33050206,54781884,186,3457.958984,0.629741907,43367276,75.54805756,58366163968
3512.463379,62023081984,3655826432,27791658,0,33050206,54782720,186,3457.763428,0.629463673,43367768,75.54891205,58367255552
3512.398193,62033002496,3663029504,27718262,0,33050206,54784796,186,3458.1521,0.628691554,43368996,75.55104828,58369972992
3511.87085,62057783296,3680927744,27690978,0,33050206,54789988,186,3461.690918,0.627388,43372076,75.55641937,58376855552
3510.934326,62119763968,3696197120,27703594,0,33050206,54802948,186,3469.559815,0.626395404,43379808,75.56988525,58423566848
3510.115723,62274793472,3733728000,27717682,0,33050206,54835400,186,3486.188477,0.626193106,43399176,75.60362244,58541065472
3509.432617,62662905856,3738554624,27756732,0,33050206,54916664,186,3508.973145,0.626074374,43447712,75.68817902,58924351232
3509.399658,62797463552,3750561280,27875042,0,33050206,54944740,186,3516.914551,0.626029432,43464484,75.7173996,59046902272
3509.231445,63134113792,3761616640,27896098,0,33050206,55014972,186,3532.220947,0.625790596,43506484,75.79056549,59372497152
3509.26294,63184293888,3763369984,27979626,0,33050206,55025412,186,3533.697266,0.625893891,43512724,75.80142975,59420923904
3509.258301,63236870144,3764920832,27979474,0,33050206,55036360,186,3534.597656,0.625953376,43519264,75.81282044,59471949312
3509.245361,63292076032,3766545664,27978492,0,33050206,55047848,186,3536.166992,0.625961125,43526128,75.82478333,59525530368
3509.228272,63350059008,3767349760,27981972,0,33050206,55059912,186,3537.948975,0.625978529,43533336,75.83734131,59582709248
3509.212402,63410946048,3767726848,27986362,0,33050206,55072580,186,3539.977783,0.626000702,43540908,75.8505249,59643219200
3509.182373,63563161600,3768670720,27987442,0,33050206,55104268,186,3543.571777,0.626059532,43559832,75.88349915,59794490880
3509.163574,63635951616,3771032064,27999312,0,33050206,55119416,186,3546.902344,0.626079261,43568880,75.89926148,59864919552
3509.125244,63817981952,3776931072,28006846,0,33050206,55157300,186,3540.703125,0.627354264,43591384,75.9384613,60041050880
3509.108154,63858438144,3779087616,27900536,0,33050206,55165744,186,3535.599365,0.627575994,43596396,75.94718933,60079350528
3508.709473,63900839936,3784460544,27849978,0,33050206,55175488,186,3567.15625,0.666965723,43601260,75.95566559,60116379392
3508.792481,63945060352,3797846272,27658808,0,33050206,55185200,186,3529.061035,0.640868008,43606704,75.96514893,60147214080
3508.813477,63992082432,3820288256,28012910,0,33050206,55195096,186,3508.757568,0.628224552,43612556,75.9753418,60171794176
3508.82544,64041476096,3860318464,28021996,0,33050206,55205384,186,3512.266113,0.624947309,43618732,75.98610687,60181157632
3508.83252,64164995072,3880308224,28032178,0,33050206,55231064,186,3530.631592,0.624631047,43634168,76.01299286,60284686848
3508.83374,64223395840,3881790720,28053938,0,33050206,55243200,186,3539.349365,0.624815583,43641452,76.02568817,60341605120
3508.095215,64223395840,3885497600,0,14870.56445,33127596,55273560,186,3551.93457,0.625672162,43659616,76.05732727,60337898240
3507.583496,64223395840,3894758144,0,14870.35938,33198910,55301548,186,3538.865723,0.628438413,43676168,76.08615875,60328637696
3507.499268,64223395840,3901912320,0,14752.21582,33216596,55308548,186,3531.572998,0.629053056,43680292,76.09334564,60321483520
3507.412354,64223395840,3919727616,0,14709.9502,33230944,55314136,186,3465.076416,0.627412975,43683608,76.09912109,60303668224
3507.318359,64223395840,3943395328,0,14393.99609,33245686,55319884,186,3412.81543,0.623151064,43687084,76.10517883,60280000512
3507.172607,64223395840,3960375808,0,14182.33398,33260936,55325828,186,3388.245606,0.619509697,43690740,76.11154175,60263020032
3506.99707,64223395840,3982519296,0,14071.60254,33276824,55332028,186,3392.465088,0.618021309,43694572,76.11821747,60240876544
3506.653565,64223395840,4002713344,0,14034.76465,33316440,55347508,186,3461.20044,0.617755771,43704152,76.13490295,60220682496
3506.080322,64223395840,4004861184,0,14140.88086,33416228,55386872,186,3546.609375,0.624240637,43727844,76.17617798,60218534656
3505.823486,64223395840,4006227200,0,14309.04883,33641136,55475168,186,3579.712891,0.626254559,43780536,76.26797485,60217168640
3505.922852,64223395840,4007657728,0,14428.0791,33809504,55540928,186,3589.942139,0.62682879,43819684,76.33617401,60215738112
3505.958252,64223395840,4008388608,0,14485.74512,33956760,55598308,186,3594.134766,0.627053797,43853812,76.39562988,60215007232
3505.977539,64223395840,4008694528,0,14522.07422,34046288,55633140,186,3596.060791,0.627162576,43874524,76.43170166,60214701312
3506.282471,64223395840,4009460736,0,14606.14258,34271400,55720456,186,3605.505615,0.627283335,43926404,76.5220871,60213935104
3506.449707,64223395840,4011378688,0,14685.85352,34353460,55752156,186,3608.922363,0.627496779,43945220,76.55486298,60212017152
3501.76294,64497242112,4016178944,27384626,0,34353460,55809120,186,3593.377686,0.630748332,43978564,76.61295319,60481063168
3502.952393,64565608448,4024154368,27345418,0,34353460,55823388,186,3587.4646,0.631535888,43986892,76.62745667,60541454080
3512.616211,64583864320,4044170496,28830718,0,34353460,55827008,186,3585.956543,0.630692005,43989008,76.63114166,60539693824
3513.112549,64586330112,4064688640,28194612,0,34353460,55827504,186,3585.755615,0.63054806,43989304,76.63165283,60521641472
3513.506104,64589033472,4107595520,27946268,0,34353460,55828056,186,3585.513916,0.6303491,43989624,76.63221741,60481437952
3513.75415,64591986688,4125743616,27808902,0,34353460,55828660,186,3585.228272,0.630075932,43989980,76.63283539,60466243072
3513.877686,64599347200,4149425920,27678564,0,34353460,55830184,186,3584.908936,0.629211187,43990876,76.63439941,60449921280
3513.422363,64617705472,4153516032,27607344,0,34353460,55833964,186,3587.124023,0.627295613,43993124,76.63831329,60464189440
3512.212647,64663613440,4163723520,27614406,0,34353460,55843404,186,3597.906006,0.625479102,43998776,76.64816284,60499889920
3510.728027,64778584064,4189124096,27664740,0,34353460,55867040,186,3620.181152,0.625507534,44012928,76.67281342,60589459968
3509.545166,65066536960,4192372480,27715436,0,34353460,55926308,186,3642.759277,0.626267552,44048296,76.73442841,60874164480
3509.041016,65328697344,4200488704,27778580,0,34353460,55980232,186,3658.065918,0.626588047,44080432,76.7904129,61128208640
3508.248047,66190413824,4220722688,27797356,0,34353460,56158044,186,3691.084229,0.627092361,44186172,76.974617,61969691136
3507.978027,66721460224,4235087872,27949720,0,34353460,56267320,186,3716.215088,0.627592027,44251016,77.08757019,62486372352
3507.765625,66721460224,4250198784,0,14868.22168,34369816,56273644,186,3717.629883,0.627696693,44254768,77.09410858,62471261440
3507.636719,66721460224,4252801024,0,14870.86914,34378880,56277156,186,3718.371582,0.627773941,44256848,77.09773254,62468659200
3507.507813,66721460224,4254743040,0,14871.36621,34388400,56280840,186,3719.017334,0.627868712,44259032,77.10153961,62466717184
3507.386963,66721460224,4256779008,0,14871.29102,34398396,56284708,186,3719.595215,0.627971888,44261324,77.10552979,62464681216
3507.276856,66721460224,4257435904,0,14870.8584,34408888,56288772,186,3720.107422,0.62808007,44263728,77.10971832,62464024320
3507.088623,66721460224,4257707008,0,14870.22559,34435120,56298932,186,3721.044434,0.628297329,44269740,77.12019348,62463753216
3506.836914,66721460224,4258385408,0,14869.05957,34500700,56324348,186,3722.955566,0.628643215,44284752,77.14634705,62463074816
3506.763428,66721460224,4260083968,0,14869.4209,34517028,56330680,186,3723.010254,0.628855288,44288488,77.15285492,62461376256
3506.611328,66721460224,4264341248,0,14867.25684,34557836,56346512,186,3723.104492,0.629162371,44297824,77.16911316,62457118976
3506.29126,66721460224,4275019520,0,14864.37207,34659844,56386144,186,3723.698731,0.629634738,44321132,77.20972443,62446440704
3506.032471,66721460224,4276261376,0,14868.49805,34914928,56485576,186,3725.48999,0.631014347,44379276,77.31101227,62445198848
3506.037842,66721460224,4279370240,0,14886.69434,34977996,56510180,186,3725.007813,0.631833315,44393612,77.33598328,62442089984
3506.137207,66721460224,4287158272,0,14923.5293,35136060,56571816,186,3726.079346,0.632374227,44429448,77.39840698,62434301952
3506.164063,66721460224,4306773504,0,14974.09668,35441656,56691008,186,3730.461426,0.633312523,44498460,77.51863098,62414686720
3506.484131,66721460224,4319400448,0,15068.42481,35624664,56762168,186,3736.188232,0.634206414,44539500,77.59013367,62402059776
3506.585205,66721460224,4351313920,0,15120.56641,35698076,56790648,186,3738.44043,0.634476602,44555908,77.61871338,62370146304
3502.290039,67063963648,4361911808,28218266,0,35698076,56862328,186,3722.820068,0.638941407,44596412,77.68927765,62702051840
3504.041992,67088334848,4376199168,28262570,0,35698076,56867428,186,3720.971436,0.639347196,44599288,77.69428253,62712135680
3512.953857,67150237696,4405978112,28712784,0,35698076,56880136,186,3725.854004,0.635827184,44606568,77.70696259,62744259584
3513.178223,67160813568,4410152448,28565580,0,35698076,56882312,186,3726.879639,0.635137618,44607820,77.70914459,62750661120
3512.716309,67187159040,4420554240,28475792,0,35698076,56887752,186,3730.835938,0.634037614,44610960,77.71461487,62766604800
3511.606934,67253030912,4446440960,28475398,0,35698076,56901356,186,3741.084229,0.633366883,44618836,77.72833252,62806589952
3510.457031,67417772032,4449584640,28485050,0,35698076,56935436,186,3759.025391,0.633980572,44638508,77.76260376,62968187392
3509.375977,67829571584,4457441280,28482008,0,35698076,57020748,186,3780.926758,0.634620547,44687628,77.84817505,63372130304
3509.147949,67972042752,4477091840,28530004,0,35698076,57050244,186,3787.71167,0.634914517,44704584,77.87771606,63494950912
3508.820801,68328136704,4488883712,28523378,0,35698076,57124004,186,3800.5,0.635184944,44746952,77.9515152,63839252992
3508.509033,68827955200,4502909952,28535604,0,35698076,57227528,186,3815.666992,0.635391235,44806356,78.05500794,64325045248
3508.288818,69284970496,4505845248,28563044,0,35698076,57322164,186,3830.236816,0.635676026,44860596,78.14949799,64779125248
3506.538086,69284970496,4507878400,0,15072.47168,35924160,57411100,186,3828.161865,0.637488842,44911172,78.23760223,64777092096
3506.736572,69284970496,4510010880,0,15116.62109,35965100,57427172,186,3828.33252,0.637779832,44920300,78.25350189,64774959616
3506.493897,69284970496,4510610944,0,15115.11621,36067436,57467372,186,3827.043457,0.638132155,44943092,78.29320526,64774359552
3506.183838,69284970496,4510844928,0,15104.4707,36323096,57568056,186,3826.913086,0.639014483,44999972,78.39229584,64774125568
3506.197266,69284970496,4511429120,0,15120.69434,36392580,57595448,186,3828.10791,0.639775693,45015392,78.41915894,64773541376
3506.259522,69284970496,4512894464,0,15163.41309,36566780,57664084,186,3831.269531,0.640600443,45053904,78.4862442,64772076032
3506.358887,69284970496,4516569088,0,15214.10449,36833204,57769100,186,3835.858154,0.641879976,45112492,78.58831024,64768401408
3506.528076,69284970496,4525791744,0,15272.59082,37017756,57841760,186,3838.580566,0.642815888,45152868,78.65864563,64759178752
3506.564697,69284970496,4532386816,0,15292.93555,37062356,57859312,186,3839.513184,0.643063843,45162608,78.6756134,64752583680
3503.581787,69493915648,4548998656,28658464,0,37062356,57903340,186,3833.067627,0.645547032,45186784,78.71773529,64944916992
3503.571045,69518827520,4575422976,28604304,0,37062356,57908608,186,3831.679199,0.646120369,45189668,78.72275543,64943404544
3509.861084,69539454976,4620791808,29508046,0,37062356,57912832,186,3830.140137,0.645756602,45191988,78.72679901,64918663168
3510.205566,69543436288,4621963264,29073412,0,37062356,57913664,186,3829.842285,0.645651281,45192444,78.72759247,64921473024
3510.444092,69547802624,4622751744,28942212,0,37062356,57914580,186,3829.513428,0.645486593,45192944,78.72846222,64925050880
3510.564209,69552611328,4623579648,28879290,0,37062356,57915580,186,3829.200195,0.645253301,45193500,78.72942352,64929031680
3510.541992,69564604416,4624449024,28829962,0,37062356,57918096,186,3829.262207,0.644602537,45194884,78.73184204,64940155392
3510.18457,69594562560,4625362432,28807134,0,37062356,57924376,186,3832.142334,0.643586814,45198360,78.73789215,64969200128
3509.673584,69669453824,4627646464,28799894,0,37062356,57940056,186,3840.44751,0.643104136,45207064,78.75305939,65041807360
3509.40332,69745197056,4632522752,28816364,0,37062356,57955912,186,3847.948242,0.642879963,45215868,78.7684021,65112674304
3509.208008,69934505984,4644647424,28808834,0,37062356,57995596,186,3860.539063,0.643098891,45237896,78.80677033,65289858560
3508.903565,70407831552,4646534656,28812046,0,37062356,58094960,186,3881.375,0.643508375,45292940,78.90266419,65761296896
3508.884766,70609960960,4651244544,28873122,0,37062356,58137340,186,3891.477539,0.643753111,45316392,78.94351196,65958716416
3508.656494,71115448320,4662958080,28882302,0,37062356,58243412,186,3910.598877,0.644244969,45374968,79.04555512,66452490240
3508.542969,71468687360,4664532480,28926420,0,37062356,58317496,186,3923.619629,0.644606948,45415812,79.11670685,66804154880
3508.542969,71505960960,4668456448,28964050,0,37062356,58325300,186,3925.108154,0.644682586,45420112,79.12419891,66837504512
3508.543213,71599128576,4678236160,28964978,0,37062356,58344824,186,3928.672607,0.644779682,45430868,79.14293671,66920892416
3508.520996,71832068096,4702474240,28967692,0,37062356,58393640,186,3935.485596,0.644927979,45457744,79.1897583,67129593856
3508.512695,71882563584,4708777984,28985876,0,37062356,58404212,186,3937.834961,0.645086348,45463560,79.19989014,67173785600
3507.945313,71882563584,4724533760,0,15353.01953,37129216,58430684,186,3939.003418,0.646797299,45478016,79.22507477,67158029824
3506.98999,71882563584,4752756224,0,15301.97461,37295816,58496872,186,3933.611572,0.648416996,45513908,79.28759766,67129807360
3506.876709,71882563584,4761255936,0,15234.21484,37322592,58507580,186,3933.14624,0.649252832,45519688,79.29766846,67121307648
3506.711426,71882563584,4763375104,0,15221.06934,37389476,58534344,186,3929.135254,0.64979136,45534112,79.32279205,67119188480
3506.407959,71882563584,4764784128,0,15198.28027,37556432,58601216,186,3922.433594,0.650170445,45570096,79.38548279,67117779456
3506.323242,71882563584,4766258688,0,15218.02441,37794148,58696416,186,3914.948486,0.650557339,45621232,79.4745636,67116304896
3506.426758,71882563584,4766983680,0,15270.05664,38267516,58886112,186,3915.144287,0.651829362,45722556,79.65107727,67115579904
3506.793457,71882563584,4767397888,0,15361.55566,38436496,58953544,186,3917.206299,0.652387977,45758488,79.71366882,67115165696
3504.202637,71937048576,4768435200,28677312,0,38436496,58965212,186,3915.981201,0.653312564,45764676,79.72444916,67168613376
3502.606445,71980752896,4771034112,28623442,0,38436496,58974592,186,3913.380371,0.654246688,45769636,79.73308563,67209718784
3505.36499,72027086848,4777546240,28893288,0,38436496,58984452,186,3911.740967,0.654423714,45774840,79.74215698,67249540608
3508.130859,72039776256,4793897472,29348526,0,38436496,58987108,186,3911.036865,0.654321432,45776244,79.74460602,67245878784
3508.012451,72044544000,4795248128,28825800,0,38436496,58988128,186,3910.777344,0.654261768,45776784,79.7455368,67249295872
3508.116699,72056471552,4798631424,28851750,0,38436496,58990668,186,3910.554443,0.654000103,45778128,79.74787903,67257840128
3508.059326,72086274048,4807108096,28846880,0,38436496,58997016,186,3911.97168,0.653455377,45781496,79.75374603,67279165952
3507.962647,72160829440,4839816192,28861218,0,38436496,59012888,186,3916.227783,0.653096974,45789924,79.76843262,67321013248
3508.088135,72346894336,4883755008,28811562,0,38436496,59052580,186,3923.353272,0.653013706,45811016,79.80517578,67463139328
3508.177002,72430034944,4891088384,28829192,0,38436496,59070308,186,3926.845703,0.652822912,45820444,79.82159424,67538946560
3508.275879,72637849600,4909342720,28823754,0,38436496,59114664,186,3936.777832,0.653003514,45844012,79.86266327,67728506880
3508.381836,73157304320,4912743424,28819044,0,38436496,59225712,186,3958.234131,0.653254092,45902956,79.96533966,68244560896
3508.437012,73323896832,4921227776,28895244,0,38436496,59261248,186,3967.300781,0.653459728,45921804,79.99817658,68402669056
3508.501221,73740509184,4929037312,28903170,0,38436496,59350176,186,3986.564697,0.653806031,45968888,80.0802002,68811471872
3508.491699,74191552512,4948427264,28939186,0,38436496,59446388,186,4011.774902,0.654234886,46019740,80.1687851,69243125248
3508.48291,74481516544,4973913088,28995882,0,38436496,59508148,186,4023.373779,0.654427648,46052352,80.2256012,69507603456
3506.896973,74481516544,5014245376,0,15396.1084,38759812,59638196,186,4022.469727,0.656899333,46120276,80.34392548,69467271168
3506.663086,74481516544,5021433344,0,15315.22656,38810404,59658684,186,4022.116455,0.657646716,46130940,80.36250305,69460083200
3506.501709,74481516544,5038960128,0,15303.87988,38936792,59709944,186,4018.935547,0.658287346,46157548,80.40885162,69442556416
3506.334961,74481516544,5040847360,0,15308.30273,39234356,59830904,186,4016.1604,0.659533739,46219992,80.51763916,69440669184
3506.42627,74481516544,5042141184,0,15336.28613,39395388,59896408,186,4014.697022,0.660551548,46253652,80.57627106,69439375360
3506.477539,74481516544,5042321408,0,15364.24023,39664264,60005836,186,4017.131592,0.661437511,46309668,80.67385101,69439195136
3506.630615,74481516544,5042520576,0,15402.86426,39818292,60068516,186,4019.480225,0.662204206,46341636,80.72954559,69438995968
3504.929443,74542284800,5042740224,28937828,0,39818292,60081684,186,4018.752686,0.66293925,46348336,80.74121094,69499544576
3504.034668,74583547904,5043291136,28898840,0,39818292,60090648,186,4017.671875,0.663485408,46352880,80.74913788,69540256768
